# genome_length_bp=4641652
old_locus_tag,locus_tag,start,end,strand,biotype
EG10356,fumA,1686731,1688377,-,protein_coding
EG10566,manA,1688576,1689751,+,protein_coding
G6865,ydgA,1689852,1691360,+,protein_coding
G6866,uidC,1691586,1692851,-,protein_coding
EG11658,uidB,1692890,1694263,-,protein_coding
EG11055,uidA,1694260,1696071,-,protein_coding
G6867,uidR,1696462,1697052,-,protein_coding
EG10425,hdhA,1697273,1698040,-,protein_coding
EG10557,malI,1698152,1699180,-,protein_coding
EG10563,malX,1699355,1700947,+,protein_coding
EG10564,malY,1700957,1702129,+,protein_coding
EG10030,add,1702233,1703234,+,protein_coding
G6868,ydgJ,1703268,1704308,-,protein_coding
G0-9561,blr,1704551,1704676,+,protein_coding
G6869,cnu,1704949,1705164,+,protein_coding
G6870,ydgK,1705250,1705690,+,protein_coding
G6871,rsxA,1705767,1706348,+,protein_coding
G6872,rsxB,1706348,1706926,+,protein_coding
G6873,rsxC,1706919,1709141,+,protein_coding
G6874,rsxD,1709142,1710200,+,protein_coding
G6875,rsxG,1710204,1710824,+,protein_coding
G6876,rsxE,1710828,1711523,+,protein_coding
EG10662,nth,1711523,1712158,+,protein_coding
G6877,dtpA,1712769,1714271,+,protein_coding
G6878,gstA,1714377,1714982,+,protein_coding
G6879,pdxY,1715026,1715889,-,protein_coding
EG11043,tyrS,1715948,1717222,-,protein_coding
EG11487,pdxH,1717351,1718007,-,protein_coding
EG11488,mliC,1718066,1718395,-,protein_coding
G6880,anmK,1718493,1719602,-,protein_coding
G6881,slyB,1719876,1720343,+,protein_coding
G6882,slyA,1720390,1720824,-,protein_coding
G6883,ydhI,1721025,1721261,+,protein_coding
G6884,ydhJ,1721264,1722121,+,protein_coding
G6885,ydhK,1722121,1724133,+,protein_coding
G6886,sodC,1724134,1724655,-,protein_coding
G6887,ydhF,1724736,1725632,-,protein_coding
G6888,ydhL,1725681,1725920,-,protein_coding
G6889,nemR,1726023,1726622,+,protein_coding
G6890,nemA,1726659,1727756,+,protein_coding
G6891,gloA,1727837,1728244,+,protein_coding
EG11547,rnt,1728347,1728994,+,protein_coding
EG11548,lhr,1729087,1733703,+,protein_coding
EG12181,grxD,1733754,1734101,-,protein_coding
G6892,mepH,1734435,1735250,+,protein_coding
EG10954,sodB,1735378,1735959,+,protein_coding
G6893,ydhP,1736121,1737290,-,protein_coding
G0-10594,cydH,1737456,1737545,-,protein_coding
EG10800,purR,1737844,1738869,+,protein_coding
EG12140,punR,1738866,1739798,-,protein_coding
EG12141,punC,1739911,1741122,+,protein_coding
EG11531,cfa,1741413,1742561,+,protein_coding
EG11406,ribC,1742601,1743242,-,protein_coding
EG12400,mdtK,1743457,1744830,+,protein_coding
G6894,ydhQ,1744871,1746127,-,protein_coding
EG30111,valV,1746435,1746511,+,protein_coding
EG30112,valW,1746516,1746592,+,protein_coding
G6895,ydhR,1746700,1747005,+,protein_coding
G6896,ydhS,1747131,1748735,+,protein_coding
G6897,ydhT,1748747,1749559,-,protein_coding
G6898,ydhU,1749563,1750348,-,protein_coding
G6899,ydhX,1750345,1751013,-,protein_coding
G6900,ydhW,1751077,1751724,-,protein_coding
G6901,ydhV,1751728,1753830,-,protein_coding
G6902,ydhY,1753851,1754477,-,protein_coding
G6903,fumD,1754932,1755141,-,protein_coding
G0-17092,ynhH,1755496,1755690,+,protein_coding
EG10804,pykF,1755698,1757110,+,protein_coding
EG10544,lpp,1757421,1757657,+,protein_coding
G6904,ldtE,1757721,1758725,-,protein_coding
G6905,sufE,1758874,1759290,-,protein_coding
G6906,sufS,1759303,1760523,-,protein_coding
G6907,sufD,1760520,1761791,-,protein_coding
G6908,sufC,1761766,1762512,-,protein_coding
G6909,sufB,1762522,1764009,-,protein_coding
EG11378,sufA,1764018,1764386,-,protein_coding
G0-8876,rydB,1764713,1764780,-,protein_coding
G6911,ydiH,1764934,1765122,-,protein_coding
G6912,menI,1765222,1765632,-,protein_coding
G6913,ydiJ,1765629,1768685,-,protein_coding
G6914,ydiK,1769074,1770186,+,protein_coding
G0-8863,rprA,1770372,1770477,+,protein_coding
G6915,ydiL,1770615,1770971,+,protein_coding
G6916,ydiM,1771071,1772285,+,protein_coding
G6917,ydiN,1772512,1773777,+,protein_coding
EG11234,ydiB,1773789,1774655,+,protein_coding
EG10076,aroD,1774686,1775444,+,protein_coding
EG12432,ydiF,1775587,1777182,+,protein_coding
G6918,ydiO,1777196,1778347,+,protein_coding
G6919,ydiP,1778390,1779301,-,protein_coding
G6920,ydiQ,1779617,1780381,+,protein_coding
G6921,ydiR,1780401,1781339,+,protein_coding
G6922,ydiS,1781395,1782684,+,protein_coding
G6923,ydiT,1782681,1782974,+,protein_coding
EG12357,fadK,1782977,1784677,+,protein_coding
EG10759,ppsA,1784734,1787112,-,protein_coding
EG11132,ppsR,1787445,1788278,+,protein_coding
EG10080,aroH,1788435,1789481,+,protein_coding
EG12391,ydiE,1789613,1789804,+,protein_coding
G6924,selO,1789808,1791244,-,protein_coding
G6925,rflP,1791307,1792020,-,protein_coding
EG11133,nlpC,1792267,1792731,-,protein_coding
EG10128,btuD,1792809,1793558,-,protein_coding
EG10129,btuE,1793558,1794109,-,protein_coding
EG10127,btuC,1794172,1795152,-,protein_coding
EG10440,ihfA,1795253,1795552,-,protein_coding
EG10710,pheT,1795557,1797944,-,protein_coding
EG10709,pheS,1797959,1798942,-,protein_coding
EG11272,pheM,1799226,1799270,-,protein_coding
EG10881,rplT,1799393,1799749,-,protein_coding
EG11231,rpmI,1799802,1799999,-,protein_coding
EG10506,infC,1800096,1800638,-,protein_coding
EG11001,thrS,1800642,1802570,-,protein_coding
G6926,arpB,1803094,1804993,+,protein_coding
G0-10453,yniD,1805165,1805272,+,protein_coding
G6928,ydiY,1805325,1806083,-,protein_coding
EG10700,pfkB,1806370,1807299,+,protein_coding
G6929,ydiZ,1807400,1807690,+,protein_coding
G6930,yniA,1807796,1808656,+,protein_coding
G6931,yniB,1808697,1809233,-,protein_coding
G6932,hxpB,1809380,1810048,+,protein_coding
G6933,ydjM,1810211,1810801,+,protein_coding
G6934,tcyP,1810934,1812325,+,protein_coding
G6935,ydjO,1812329,1813132,-,protein_coding
G6936,cedA,1813421,1813663,-,protein_coding
EG10509,katE,1813867,1816128,+,protein_coding
EG12198,chbG,1816386,1817135,-,protein_coding
EG10144,chbF,1817148,1818500,-,protein_coding
EG10143,chbR,1818605,1819447,-,protein_coding
EG10142,chbA,1819455,1819805,-,protein_coding
EG10141,chbC,1819856,1821214,-,protein_coding
EG10140,chbB,1821299,1821619,-,protein_coding
EG10044,osmE,1821918,1822256,-,protein_coding
EG10663,nadE,1822458,1823285,+,protein_coding
G6937,cho,1823515,1824402,+,protein_coding
G6938,ves,1824362,1824937,-,protein_coding
G6939,spy,1825140,1825625,-,protein_coding
G6940,astE,1825955,1826923,-,protein_coding
G6941,astB,1826916,1828259,-,protein_coding
G6942,astD,1828256,1829734,-,protein_coding
G6943,astA,1829731,1830765,-,protein_coding
G6944,astC,1830762,1831982,-,protein_coding
EG11073,xthA,1832428,1833234,+,protein_coding
G6945,ydjX,1833401,1834111,+,protein_coding
G6946,ydjY,1834116,1834793,+,protein_coding
G6947,ydjZ,1834808,1835515,+,protein_coding
G6948,ynjA,1835515,1836063,+,protein_coding
G6949,ynjB,1836073,1837239,+,protein_coding
G6950,ynjC,1837212,1838747,+,protein_coding
G6951,ynjD,1838747,1839400,+,protein_coding
G6952,ynjE,1839467,1840774,+,protein_coding
G6953,ynjF,1840783,1841403,-,protein_coding
G6954,nudG,1841490,1841897,+,protein_coding
G6955,ynjH,1841863,1842135,-,protein_coding
EG10372,gdhA,1842371,1843714,+,protein_coding
G6956,ynjI,1843831,1844871,-,protein_coding
EG11014,topB,1844999,1846960,-,protein_coding
EG10943,selD,1846965,1848008,-,protein_coding
EG11134,ydjA,1848125,1848676,-,protein_coding
EG10968,sppA,1848837,1850693,+,protein_coding
EG10045,ansA,1850860,1851876,+,protein_coding
EG11135,pncA,1851887,1852528,+,protein_coding
EG12369,ydjE,1852621,1853979,-,protein_coding
G6957,ydjF,1854096,1854854,-,protein_coding
G6958,ydjG,1854991,1855971,-,protein_coding
G6959,ydjH,1855981,1856928,-,protein_coding
G6960,ydjI,1856933,1857769,-,protein_coding
G6961,ydjJ,1857790,1858833,-,protein_coding
G6962,ydjK,1858850,1860229,-,protein_coding
G6963,ydjL,1860256,1861332,-,protein_coding
G6964,yeaC,1861702,1861974,-,protein_coding
EG12394,msrB,1862016,1862429,-,protein_coding
EG10367,gapA,1862771,1863766,+,protein_coding
G6966,yeaD,1863850,1864734,+,protein_coding
G6967,yeaE,1864782,1865636,-,protein_coding
G6968,mipA,1865726,1866472,-,protein_coding
G6969,yeaG,1866908,1868842,+,protein_coding
G6970,yeaH,1868955,1870238,+,protein_coding
G6971,cdgI,1870385,1871860,+,protein_coding
G6972,dgcJ,1872041,1873531,+,protein_coding
G6973,yeaK,1873574,1874077,+,protein_coding
G6974,yoaI,1874078,1874182,-,protein_coding
G6975,yeaL,1874352,1874798,+,protein_coding
G6976,nimR,1874755,1875576,-,protein_coding
G6977,nimT,1875673,1876854,+,protein_coding
G6978,yeaO,1876909,1877256,+,protein_coding
G6979,yoaF,1877278,1877532,-,protein_coding
G6980,dgcP,1877715,1878740,+,protein_coding
G0-10649,yoaK,1878773,1878871,+,protein_coding
G0-10648,yoaJ,1878874,1878948,+,protein_coding
G6981,yeaQ,1879007,1879255,-,protein_coding
G6982,yoaG,1879403,1879585,-,protein_coding
G6983,yeaR,1879589,1879948,-,protein_coding
G6984,leuE,1880121,1880759,-,protein_coding
G6985,dmlR,1880886,1881809,-,protein_coding
G6986,dmlA,1881912,1882997,+,protein_coding
G6987,yeaV,1883188,1884633,+,protein_coding
G6988,yeaW,1884665,1885789,+,protein_coding
G6989,yeaX,1885845,1886810,+,protein_coding
EG10858,rnd,1886864,1887991,-,protein_coding
G0-9384,sroD,1888017,1888102,-,protein_coding
EG11530,fadD,1888061,1889746,-,protein_coding
G6990,yeaY,1889951,1890532,-,protein_coding
G6991,tsaB,1890572,1891267,-,protein_coding
G6992,yoaA,1891325,1893235,-,protein_coding
G6993,yoaB,1893367,1893711,+,protein_coding
G6994,yoaC,1894133,1894432,+,protein_coding
G6995,yoaH,1894552,1894731,-,protein_coding
EG10683,pabB,1894805,1896166,+,protein_coding
EG12693,nudL,1896170,1896748,+,protein_coding
EG10930,sdaA,1896932,1898296,+,protein_coding
G6996,pdeD,1898427,1900025,+,protein_coding
G6997,yoaE,1900029,1901585,-,protein_coding
G0-16745,yoaL,1901573,1901731,-,protein_coding
EG10567,manX,1902048,1903019,+,protein_coding
EG10568,manY,1903082,1903882,+,protein_coding
EG10569,manZ,1903895,1904746,+,protein_coding
G6998,yobD,1904801,1905259,+,protein_coding
G6999,mntP,1905688,1906254,+,protein_coding
EG12207,rlmA,1906251,1907060,-,protein_coding
EG12204,cspC,1907226,1907435,-,protein_coding
G7000,yobF,1907448,1907591,-,protein_coding
G7001,yebO,1908261,1908548,-,protein_coding
G7002,mgrB,1908623,1908766,-,protein_coding
G0-10454,yobH,1908925,1909164,+,protein_coding
G7003,kdgR,1909308,1910099,-,protein_coding
G7004,yebQ,1910276,1911649,+,protein_coding
EG10462,htpX,1911695,1912576,-,protein_coding
EG10760,prc,1912768,1914816,-,protein_coding
EG12866,proQ,1914836,1915534,-,protein_coding
G7005,msrC,1915631,1916128,-,protein_coding
G7006,letA,1916258,1917541,+,protein_coding
G7007,letB,1917510,1920143,+,protein_coding
G7008,rsmF,1920223,1921662,+,protein_coding
G7009,yebV,1921780,1922016,+,protein_coding
G7010,yebW,1922121,1922312,+,protein_coding
G7011,pphA,1922313,1922969,-,protein_coding
G0-8865,ryeA,1923066,1923337,+,protein_coding
G0-8883,sdsR,1923104,1923207,-,protein_coding
G7012,yebY,1923365,1923706,-,protein_coding
G7013,yebZ,1923719,1924591,-,protein_coding
G7014,yobA,1924595,1924969,-,protein_coding
EG11505,holE,1925108,1925338,+,protein_coding
G7015,yobB,1925440,1926096,+,protein_coding
G7016,exoX,1926120,1926782,+,protein_coding
EG11004,ptrB,1926779,1928839,-,protein_coding
EG11806,yebE,1929048,1929707,-,protein_coding
EG11807,yebF,1930034,1930390,-,protein_coding
EG11808,yebG,1930457,1930747,-,protein_coding
EG11809,purT,1930881,1932059,+,protein_coding
EG10256,eda,1932115,1932756,-,protein_coding
EG10257,edd,1932793,1934604,-,protein_coding
EG11221,zwf,1934839,1936314,-,protein_coding
EG12860,yebK,1936652,1937521,+,protein_coding
EG10803,pykA,1937649,1939091,+,protein_coding
EG10614,lpxM,1939222,1940193,-,protein_coding
EG10013,mepM,1940313,1941635,-,protein_coding
G7017,znuA,1941651,1942583,-,protein_coding
G7018,znuC,1942662,1943417,+,protein_coding
EG12368,znuB,1943414,1944199,+,protein_coding
RUVB,ruvB,1944346,1945356,-,protein_coding
RUVA,ruvA,1945365,1945976,-,protein_coding
G0-10644,yobI,1946115,1946180,-,protein_coding
EG11136,yebB,1946251,1946853,+,protein_coding
EG10925,ruvC,1946855,1947376,-,protein_coding
EG11137,yebC,1947411,1948151,-,protein_coding
EG11138,nudB,1948180,1948632,-,protein_coding
EG10097,aspS,1948750,1950522,-,protein_coding
EG12378,yecD,1950832,1951398,+,protein_coding
EG12379,yecE,1951395,1952213,+,protein_coding
G7019,yecN,1952266,1952661,+,protein_coding
G7020,cmoA,1952702,1953445,+,protein_coding
G7021,cmoB,1953442,1954413,+,protein_coding
G7022,torZ,1954578,1957007,-,protein_coding
G7023,torY,1957032,1958132,-,protein_coding
G0-16601,micL,1958441,1958747,-,protein_coding
G7024,cutC,1958520,1959266,-,protein_coding
G7025,yecM,1959280,1959846,-,protein_coding
EG10071,argS,1960062,1961795,+,protein_coding
G0-17024,yecV,1961837,1961881,-,protein_coding
G7026,yecT,1961972,1962460,+,protein_coding
G7027,flhE,1962580,1962972,-,protein_coding
G370,flhA,1962972,1965050,-,protein_coding
G7028,flhB,1965043,1966191,-,protein_coding
EG10151,cheZ,1966393,1967037,-,protein_coding
EG10150,cheY,1967048,1967437,-,protein_coding
EG10147,cheB,1967452,1968501,-,protein_coding
EG10148,cheR,1968504,1969364,-,protein_coding
EG10987,tap,1969383,1970984,-,protein_coding
EG10988,tar,1971030,1972691,-,protein_coding
G0-8903,C0465,1972739,1972816,+,protein_coding
EG10149,cheW,1972836,1973339,-,protein_coding
EG10146,cheA,1973360,1975324,-,protein_coding
EG10602,motB,1975329,1976255,-,protein_coding
EG10601,motA,1976252,1977139,-,protein_coding
G0-17103,motR,1977208,1977302,-,protein_coding
EG10319,flhC,1977266,1977844,-,protein_coding
EG10320,flhD,1977847,1978197,-,protein_coding
G0-17119,asflhD,1978176,1978395,+,protein_coding
G0-10539,insAB5,1978518,1979215,-,protein_coding
G7029,insB5,1978518,1979021,-,protein_coding
G7030,insA5,1978940,1979215,-,protein_coding
G7031,uspC,1979753,1980181,+,protein_coding
EG11751,otsA,1980188,1981612,-,protein_coding
EG11752,otsB,1981587,1982387,-,protein_coding
EG10059,araH,1982554,1983540,-,protein_coding
EG10058,araG,1983555,1985069,-,protein_coding
EG10057,araF,1985139,1986128,-,protein_coding
G7033,ftnB,1986925,1987428,+,protein_coding
G7034,null,1987444,1987782,+,protein_coding
G0-10455,yecJ,1987507,1987758,-,protein_coding
G0-17112,azuR,1987843,1988001,-,protein_coding
G0-10653,azuC,1987873,1987959,-,protein_coding
G7035,yecR,1988222,1988545,+,protein_coding
EG10921,ftnA,1988716,1989213,+,protein_coding
G7036,yecH,1989251,1989490,-,protein_coding
EG11041,tyrP,1989681,1990892,+,protein_coding
EG11139,yecA,1990954,1991619,-,protein_coding
G0-16636,3'ETS-<i>leuZ</i>,1991748,1991814,-,protein_coding
EG30054,leuZ,1991815,1991901,-,protein_coding
G7991,cysT,1991914,1991987,-,protein_coding
EG30039,glyW,1992042,1992117,-,protein_coding
EG10706,pgsA,1992269,1992817,-,protein_coding
EG11063,uvrC,1992874,1994706,-,protein_coding
EG11140,uvrY,1994703,1995359,-,protein_coding
G0-16746,yecU,1995655,1995831,+,protein_coding
EG12861,yecF,1995818,1996042,+,protein_coding
EG10935,sdiA,1996110,1996832,-,protein_coding
G0-10699,sdsN,1996921,1997057,+,protein_coding
EG12347,tcyN,1997062,1997814,-,protein_coding
G7037,tcyL,1997811,1998479,-,protein_coding
G7038,dcyD,1998494,1999480,-,protein_coding
G7039,tcyJ,1999585,2000385,-,protein_coding
EG11356,fliZ,2000473,2001024,-,protein_coding
EG11355,fliA,2001070,2001789,-,protein_coding
G0-17102,fliX,2001912,2002106,-,protein_coding
EG10321,fliC,2002110,2003606,-,protein_coding
EG10841,fliD,2003872,2005278,+,protein_coding
EG11388,fliS,2005303,2005713,+,protein_coding
EG11389,fliT,2005713,2006078,+,protein_coding
EG11387,amyA,2006156,2007643,+,protein_coding
EG11659,yedD,2007677,2008090,-,protein_coding
EG11660,yedE,2008277,2009482,+,protein_coding
EG11661,yedF,2009479,2009712,+,protein_coding
EG11662,yedK,2009821,2010489,+,protein_coding
G7040,yedL,2010600,2011079,+,protein_coding
G7043,yedN,2011223,2012351,-,protein_coding
G7044,intG,2012502,2012780,+,protein_coding
EG11346,fliE,2012700,2013014,-,protein_coding
EG11347,fliF,2013229,2014887,+,protein_coding
EG11654,fliG,2014880,2015875,+,protein_coding
EG11656,fliH,2015868,2016554,+,protein_coding
G377,fliI,2016554,2017927,+,protein_coding
G378,fliJ,2017946,2018389,+,protein_coding
G379,fliK,2018386,2019513,+,protein_coding
EG10322,fliL,2019618,2020082,+,protein_coding
EG10323,fliM,2020087,2021091,+,protein_coding
EG10324,fliN,2021088,2021501,+,protein_coding
EG11224,fliO,2021504,2021869,+,protein_coding
EG11975,fliP,2021869,2022606,+,protein_coding
EG11976,fliQ,2022616,2022885,+,protein_coding
EG11977,fliR,2022893,2023678,+,protein_coding
EG10820,rcsA,2023968,2024591,+,protein_coding
G7045,dsrB,2024635,2024823,-,protein_coding
G7046,yodD,2024986,2025213,+,protein_coding
G7047,dsrA,2025223,2025313,-,protein_coding
G7048,yedP,2025511,2026326,+,protein_coding
G7049,dgcQ,2026323,2028017,-,protein_coding
G7050,yodC,2028188,2028370,-,protein_coding
EG12709,yedI,2028449,2029366,-,protein_coding
EG11141,yedA,2029539,2030459,+,protein_coding
EG11068,vsr,2030448,2030918,-,protein_coding
EG10211,dcm,2030899,2032317,-,protein_coding
EG12710,yedJ,2032384,2033079,-,protein_coding
G7051,drpB,2033119,2033421,-,protein_coding
G0-10574,rseX,2033649,2033739,+,protein_coding
G7052,yedS,2034051,2035243,+,protein_coding
G7055,hchA,2035835,2036686,+,protein_coding
G7056,hprS,2036794,2038152,-,protein_coding
G7057,hprR,2038152,2038823,-,protein_coding
G7058,hiuH,2038956,2039369,+,protein_coding
G7059,msrP,2039478,2040482,+,protein_coding
G7060,msrQ,2040483,2041118,+,protein_coding
G7061,zinT,2041375,2042025,+,protein_coding
G7062,yodB,2042368,2042898,+,protein_coding
EG30094,serU,2043468,2043557,-,protein_coding
G7063,mtfA,2043651,2044448,+,protein_coding
EG30020,asnT,2044549,2044624,+,protein_coding
G7064,yeeJ,2044995,2052014,+,protein_coding
G7066,yeeL,2052276,2053328,-,protein_coding
G7067,shiA,2053643,2054959,+,protein_coding
EG10039,amn,2055061,2056515,+,protein_coding
G7068,yeeN,2056858,2057574,+,protein_coding
G7069,asnW,2058027,2058102,-,protein_coding
G7070,yeeO,2058203,2059846,-,protein_coding
EG30021,asnU,2059851,2059926,+,protein_coding
G7071,cbl,2059964,2060914,-,protein_coding
G7072,nac,2061016,2061933,-,protein_coding
EG30022,asnV,2062260,2062335,+,protein_coding
G7073,ldtA,2062391,2063323,-,protein_coding
EG12151,cobT,2063388,2064467,-,protein_coding
EG12150,cobS,2064479,2065222,-,protein_coding
EG13238,cobU,2065219,2065764,-,protein_coding
G0-16658,yeeH,2066068,2066154,-,protein_coding
G7074,insH6,2066305,2067285,-,protein_coding
G0-16657,yoeG,2067360,2067892,-,protein_coding
G0-16656,yoeH,2068261,2068419,-,protein_coding
G0-10543,insCD3,2068952,2070180,-,protein_coding
G7076,insD3,2068952,2069857,-,protein_coding
G7077,insC3,2069815,2070180,-,protein_coding
G7079,yeeP,2070786,2071211,+,protein_coding
G0-8905,isrC,2071317,2071511,+,protein_coding
G7080,flu,2071539,2074658,+,protein_coding
G7081,yeeR,2074779,2076311,+,protein_coding
G7082,yeeS,2076308,2076754,+,protein_coding
G7083,yeeT,2076817,2077038,+,protein_coding
G7084,cbeA,2077112,2077480,+,protein_coding
G7085,cbtA,2077569,2077943,+,protein_coding
G7086,yeeW,2077940,2078134,+,protein_coding
G0-16655,yoeD,2078549,2078677,-,protein_coding
